id,name,model,gender,language,style,description
gemini-autonoe-vietnamese,Autonoe,google/gemini-2.5-pro-preview-tts,female,vietnamese,bright,Mature; deep female voice conveying wisdom and experience
gemini-autonoe-romanian,Autonoe,google/gemini-2.5-pro-preview-tts,female,romanian,bright,Mature; deep female voice conveying wisdom and experience
gemini-autonoe-ukrainian,Autonoe,google/gemini-2.5-pro-preview-tts,female,ukrainian,bright,Mature; deep female voice conveying wisdom and experience
gemini-autonoe-bengali,Autonoe,google/gemini-2.5-pro-preview-tts,female,bengali,bright,Mature; deep female voice conveying wisdom and experience
gemini-autonoe-marathi,Autonoe,google/gemini-2.5-pro-preview-tts,female,marathi,bright,Mature; deep female voice conveying wisdom and experience
gemini-autonoe-tamil,Autonoe,google/gemini-2.5-pro-preview-tts,female,tamil,bright,Mature; deep female voice conveying wisdom and experience
gemini-autonoe-telugu,Autonoe,google/gemini-2.5-pro-preview-tts,female,telugu,bright,Mature; deep female voice conveying wisdom and experience
gemini-enceladus-chinese,Enceladus,google/gemini-2.5-pro-preview-tts,male,chinese,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-arabic,Enceladus,google/gemini-2.5-pro-preview-tts,male,arabic,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-german,Enceladus,google/gemini-2.5-pro-preview-tts,male,german,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-english,Enceladus,google/gemini-2.5-pro-preview-tts,male,english,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-spanish,Enceladus,google/gemini-2.5-pro-preview-tts,male,spanish,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-french,Enceladus,google/gemini-2.5-pro-preview-tts,male,french,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-hindi,Enceladus,google/gemini-2.5-pro-preview-tts,male,hindi,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-indonesian,Enceladus,google/gemini-2.5-pro-preview-tts,male,indonesian,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-italian,Enceladus,google/gemini-2.5-pro-preview-tts,male,italian,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-japanese,Enceladus,google/gemini-2.5-pro-preview-tts,male,japanese,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-korean,Enceladus,google/gemini-2.5-pro-preview-tts,male,korean,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-portuguese,Enceladus,google/gemini-2.5-pro-preview-tts,male,portuguese,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-russian,Enceladus,google/gemini-2.5-pro-preview-tts,male,russian,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-dutch,Enceladus,google/gemini-2.5-pro-preview-tts,male,dutch,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-polish,Enceladus,google/gemini-2.5-pro-preview-tts,male,polish,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-thai,Enceladus,google/gemini-2.5-pro-preview-tts,male,thai,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-turkish,Enceladus,google/gemini-2.5-pro-preview-tts,male,turkish,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-vietnamese,Enceladus,google/gemini-2.5-pro-preview-tts,male,vietnamese,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-romanian,Enceladus,google/gemini-2.5-pro-preview-tts,male,romanian,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-ukrainian,Enceladus,google/gemini-2.5-pro-preview-tts,male,ukrainian,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-bengali,Enceladus,google/gemini-2.5-pro-preview-tts,male,bengali,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-marathi,Enceladus,google/gemini-2.5-pro-preview-tts,male,marathi,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-tamil,Enceladus,google/gemini-2.5-pro-preview-tts,male,tamil,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-enceladus-telugu,Enceladus,google/gemini-2.5-pro-preview-tts,male,telugu,breathy,Energetic; passionate male voice; perfectly conveying excitement
gemini-iapetus-chinese,Iapetus,google/gemini-2.5-pro-preview-tts,male,chinese,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-arabic,Iapetus,google/gemini-2.5-pro-preview-tts,male,arabic,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-german,Iapetus,google/gemini-2.5-pro-preview-tts,male,german,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-english,Iapetus,google/gemini-2.5-pro-preview-tts,male,english,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-spanish,Iapetus,google/gemini-2.5-pro-preview-tts,male,spanish,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-french,Iapetus,google/gemini-2.5-pro-preview-tts,male,french,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-hindi,Iapetus,google/gemini-2.5-pro-preview-tts,male,hindi,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-indonesian,Iapetus,google/gemini-2.5-pro-preview-tts,male,indonesian,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-italian,Iapetus,google/gemini-2.5-pro-preview-tts,male,italian,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-japanese,Iapetus,google/gemini-2.5-pro-preview-tts,male,japanese,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-korean,Iapetus,google/gemini-2.5-pro-preview-tts,male,korean,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-portuguese,Iapetus,google/gemini-2.5-pro-preview-tts,male,portuguese,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-russian,Iapetus,google/gemini-2.5-pro-preview-tts,male,russian,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-dutch,Iapetus,google/gemini-2.5-pro-preview-tts,male,dutch,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-polish,Iapetus,google/gemini-2.5-pro-preview-tts,male,polish,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-thai,Iapetus,google/gemini-2.5-pro-preview-tts,male,thai,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-turkish,Iapetus,google/gemini-2.5-pro-preview-tts,male,turkish,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-vietnamese,Iapetus,google/gemini-2.5-pro-preview-tts,male,vietnamese,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-romanian,Iapetus,google/gemini-2.5-pro-preview-tts,male,romanian,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-ukrainian,Iapetus,google/gemini-2.5-pro-preview-tts,male,ukrainian,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-bengali,Iapetus,google/gemini-2.5-pro-preview-tts,male,bengali,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-marathi,Iapetus,google/gemini-2.5-pro-preview-tts,male,marathi,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-tamil,Iapetus,google/gemini-2.5-pro-preview-tts,male,tamil,clear,Friendly; approachable male voice with "boy next door" feel
gemini-iapetus-telugu,Iapetus,google/gemini-2.5-pro-preview-tts,male,telugu,clear,Friendly; approachable male voice with "boy next door" feel
gemini-umbriel-chinese,Umbriel,google/gemini-2.5-pro-preview-tts,male,chinese,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-arabic,Umbriel,google/gemini-2.5-pro-preview-tts,male,arabic,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-german,Umbriel,google/gemini-2.5-pro-preview-tts,male,german,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-english,Umbriel,google/gemini-2.5-pro-preview-tts,male,english,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-spanish,Umbriel,google/gemini-2.5-pro-preview-tts,male,spanish,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-french,Umbriel,google/gemini-2.5-pro-preview-tts,male,french,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-hindi,Umbriel,google/gemini-2.5-pro-preview-tts,male,hindi,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-indonesian,Umbriel,google/gemini-2.5-pro-preview-tts,male,indonesian,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-italian,Umbriel,google/gemini-2.5-pro-preview-tts,male,italian,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-japanese,Umbriel,google/gemini-2.5-pro-preview-tts,male,japanese,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-korean,Umbriel,google/gemini-2.5-pro-preview-tts,male,korean,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-portuguese,Umbriel,google/gemini-2.5-pro-preview-tts,male,portuguese,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-russian,Umbriel,google/gemini-2.5-pro-preview-tts,male,russian,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-dutch,Umbriel,google/gemini-2.5-pro-preview-tts,male,dutch,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-polish,Umbriel,google/gemini-2.5-pro-preview-tts,male,polish,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-thai,Umbriel,google/gemini-2.5-pro-preview-tts,male,thai,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-turkish,Umbriel,google/gemini-2.5-pro-preview-tts,male,turkish,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-vietnamese,Umbriel,google/gemini-2.5-pro-preview-tts,male,vietnamese,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-romanian,Umbriel,google/gemini-2.5-pro-preview-tts,male,romanian,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-ukrainian,Umbriel,google/gemini-2.5-pro-preview-tts,male,ukrainian,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-bengali,Umbriel,google/gemini-2.5-pro-preview-tts,male,bengali,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-marathi,Umbriel,google/gemini-2.5-pro-preview-tts,male,marathi,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-tamil,Umbriel,google/gemini-2.5-pro-preview-tts,male,tamil,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-umbriel-telugu,Umbriel,google/gemini-2.5-pro-preview-tts,male,telugu,easy-going,Fluent; authoritative yet friendly male voice with excellent narrative clarity
gemini-algieba-chinese,Algieba,google/gemini-2.5-pro-preview-tts,male,chinese,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-arabic,Algieba,google/gemini-2.5-pro-preview-tts,male,arabic,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-german,Algieba,google/gemini-2.5-pro-preview-tts,male,german,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-english,Algieba,google/gemini-2.5-pro-preview-tts,male,english,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-spanish,Algieba,google/gemini-2.5-pro-preview-tts,male,spanish,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-french,Algieba,google/gemini-2.5-pro-preview-tts,male,french,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-hindi,Algieba,google/gemini-2.5-pro-preview-tts,male,hindi,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-indonesian,Algieba,google/gemini-2.5-pro-preview-tts,male,indonesian,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-italian,Algieba,google/gemini-2.5-pro-preview-tts,male,italian,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-japanese,Algieba,google/gemini-2.5-pro-preview-tts,male,japanese,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-korean,Algieba,google/gemini-2.5-pro-preview-tts,male,korean,smooth,Fluent; confident male voice; clearly authoritative yet approachable
gemini-algieba-portuguese,Algieba,google/gemini-2.5-pro-preview-tts,male,portuguese,smooth,Fluent; confident male voice; clearly authoritative yet approachable
